R12/12/2022 12:13:37.140 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
12/12/2022 12:14:40.424 | DEBUG    |                                ChatManager::Update | <Begin>
12/12/2022 12:14:40.424 | DEBUG    |                                ChatManager::Update | Hooking game function: AddChatMessage
12/12/2022 12:14:40.424 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseAutoTranslate
12/12/2022 12:14:40.424 | DEBUG    |                                ChatManager::Update | Hooking game function: ParseInputText
12/12/2022 12:14:40.424 | DEBUG    |                                ChatManager::Update | Detour transaction result: 0 [Success]
12/12/2022 12:14:40.424 | DEBUG    |                   CommandTaskPool::CommandTaskPool | .ctor
12/12/2022 12:14:40.424 | DEBUG    |                        CommandTaskPool::Initialize | <Begin>
12/12/2022 12:14:40.424 | DEBUG    |                     CommandTaskPool::CreateThreads | Creating task pool; thread count: 4
12/12/2022 12:14:40.424 | DEBUG    |                        CommandTaskPool::Initialize | <End> [Status: Ok!]
12/12/2022 12:14:40.424 | DEBUG    |                                ChatManager::Update | <End> [Status: Ok!]
12/12/2022 12:14:40.424 | DEBUG    |                              PacketManager::Update | <Begin>
12/12/2022 12:14:40.424 | DEBUG    |                              PacketManager::Update | Hooking game function: DecryptBuffer
12/12/2022 12:14:40.424 | DEBUG    |                              PacketManager::Update | Hooking game function: EncryptBuffer
12/12/2022 12:14:40.424 | DEBUG    |                              PacketManager::Update | <End> [Status: Ok!]
12/12/2022 12:14:40.424 | DEBUG    |                              PluginManager::Update | <Begin>
12/12/2022 12:14:40.424 | DEBUG    |                              PluginManager::Update | <End> [Status: Ok!]
12/12/2022 12:14:40.424 | DEBUG    |                             AshitaCore::GameLoaded | GameLoaded event finished.
12/12/2022 12:14:40.600 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
12/12/2022 12:14:40.603 | DEBUG    |               newIDirectInput8A::newIDirectInput8A | .ctor
12/12/2022 12:14:40.603 | DEBUG    |                    newIDirectInput8A::CreateDevice | Creating input device: {6F1D2B61,D5A0,11CF,BF,C7,44,45,53,54,00,00}
12/12/2022 12:14:40.603 | DEBUG    |   newIDirectInputDevice8A::newIDirectInputDevice8A | .ctor
12/12/2022 12:14:40.603 | DEBUG    |                                 Keyboard::Keyboard | .ctor
12/12/2022 12:14:40.603 | DEBUG    |                          InputManager::SetKeyboard | Setting new keyboard instance..
12/12/2022 12:14:40.603 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/addons.dll'
12/12/2022 12:14:40.737 | DEBUG    |                                PluginManager::Load | Loaded plugin: Addons - Version: 1.40 - By: Ashita Development Team
12/12/2022 12:14:40.739 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/screenshot.dll'
12/12/2022 12:14:40.800 | DEBUG    |                                PluginManager::Load | Loaded plugin: Screenshot - Version: 1.00 - By: Ashita Development Team
12/12/2022 12:14:40.800 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/bellhop.dll'
12/12/2022 12:14:42.011 | DEBUG    |                                PluginManager::Load | Loaded plugin: Bellhop - Version: 1.19 - By: Thorny
12/12/2022 12:14:42.011 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/crossbar.dll'
12/12/2022 12:14:42.018 | DEBUG    |                                PluginManager::Load | Loaded plugin: Crossbar - Version: 1.20 - By: Thorny
12/12/2022 12:14:42.018 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/findall.dll'
12/12/2022 12:14:42.104 | DEBUG    |                                PluginManager::Load | Loaded plugin: FindAll - Version: 1.08 - By: Thorny
12/12/2022 12:14:42.104 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/hardwaremouse.dll'
12/12/2022 12:14:42.105 | DEBUG    |                                PluginManager::Load | Loaded plugin: HardwareMouse - Version: 1.00 - By: Ashita Development Team
12/12/2022 12:14:42.105 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/lootwhore.dll'
12/12/2022 12:14:42.181 | DEBUG    |                                PluginManager::Load | Loaded plugin: Lootwhore - Version: 1.18 - By: Thorny
12/12/2022 12:14:42.181 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/minimap.dll'
12/12/2022 12:14:42.255 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\\minimap\minimap.ini
12/12/2022 12:14:42.266 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\\minimap\themes\circle\theme.ini
12/12/2022 12:14:42.313 | DEBUG    |                                PluginManager::Load | Loaded plugin: Minimap - Version: 1.02 - By: atom0s
12/12/2022 12:14:42.313 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/shorthand.dll'
12/12/2022 12:14:42.326 | DEBUG    |                                PluginManager::Load | Loaded plugin: Shorthand - Version: 1.09 - By: Thorny
12/12/2022 12:14:42.326 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/stylist.dll'
12/12/2022 12:14:42.347 | DEBUG    |                                PluginManager::Load | Loaded plugin: Stylist - Version: 1.15 - By: Thorny
12/12/2022 12:14:42.347 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/uberwarp.dll'
12/12/2022 12:14:42.464 | DEBUG    |                                PluginManager::Load | Loaded plugin: Uberwarp - Version: 2.07 - By: Thorny
12/12/2022 12:14:42.464 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'G:\Ashita-v4beta\/plugins/packer.dll'
12/12/2022 12:14:42.471 | DEBUG    |                                PluginManager::Load | Loaded plugin: Packer - Version: 1.14 - By: Thorny
12/12/2022 12:14:45.039 | DEBUG    |                                PointerManager::Get | Failed to locate pointer for given name: statustimers:realutcstamp
12/12/2022 12:14:45.041 | DEBUG    |                                PointerManager::Add | Pointer: (1ECCA812) [Ok!] statustimers:realutcstamp
12/12/2022 12:15:25.980 | DEBUG    |                    PacketManager::PatchLogFilePath | Patched log file path! [Path: TEMP/Wigmasterflex]
12/12/2022 12:15:30.514 | DEBUG    |    Ashita::Hooks::DirectX::Mine_DirectInput8Create | DirectInput8Create - Creating new DirectInput instance. [dwVersion: 2048]
12/12/2022 12:15:30.838 | DEBUG    |                    newIDirectInput8A::CreateDevice | Creating input device: {3AD90970,08B0,11EA,80,01,44,45,53,54,00,00}
12/12/2022 12:15:30.844 | DEBUG    |   newIDirectInputDevice8A::newIDirectInputDevice8A | .ctor
12/12/2022 12:15:30.844 | DEBUG    |  newIDirectInputDevice8A::~newIDirectInputDevice8A | .dtor
12/12/2022 12:17:39.501 | DEBUG    |                    PacketManager::PatchLogFilePath | Patched log file path! [Path: TEMP/Igotudis]
12/12/2022 12:19:14.720 | INFO     |                                            Bellhop | Traded 792 matching items to Paparoon.
12/12/2022 12:21:08.967 | DEBUG    |                    PacketManager::PatchLogFilePath | Patched log file path! [Path: TEMP/Wigmasterflex]
12/12/2022 12:23:35.569 | DEBUG    |                    PacketManager::PatchLogFilePath | Patched log file path! [Path: TEMP/Igotudis]
12/12/2022 12:25:57.167 | DEBUG    |                    PacketManager::PatchLogFilePath | Patched log file path! [Path: TEMP/Wigmasterflex]
12/12/2022 12:28:00.670 | DEBUG    |                    PacketManager::PatchLogFilePath | Patched log file path! [Path: TEMP/Igotudis]
12/12/2022 12:50:55.860 | INFO     |                                            Bellhop | Entered shop.  [Runito-Monito]
12/12/2022 12:51:17.869 | INFO     |                                            Bellhop | Left shop.  [Runito-Monito]
12/12/2022 13:08:13.149 | ERROR    |                                            Bellhop | No matching items found.  Term: storage*
12/12/2022 13:08:41.392 | INFO     |                                            Bellhop | Storing 7 matching items.
12/12/2022 13:09:04.873 | INFO     |                                            Bellhop | Storing 4 matching items.
12/12/2022 13:40:56.487 | INFO     |                                            Bellhop | Traded 12 matching items to Monisette.
12/12/2022 13:43:46.721 | DEBUG    |                    PacketManager::PatchLogFilePath | Patched log file path! [Path: TEMP/Wigmasterflex]
12/12/2022 13:58:03.940 | ERROR    |                  PluginManager::HandleIncomingText | Plugin 'addons' threw an exception in event 'HandleIncomingText'. Exception: EXCEPTION_ACCESS_VIOLATION (C0000005). [Ptr: 211FD520]
12/12/2022 13:58:04.967 | DEBUG    |                      PluginManager::ProcessPlugins | Unloaded plugin: Addons
